14-02-16_12:17:55,el X,el Y,el Z,o X,o Y,o Z,net X,net Y,net Z,184.0
14-02-16_12:18:00,-0.12449849,1.9249382,10.352529,4.5859633E-4,0.0016064188,0.009564477,10.648063,-22.065346,14.628903,196.0
14-02-16_12:18:00,-0.12449849,1.9249382,10.352529,4.5859633E-4,0.0016064188,0.009564477,10.648063,-22.065346,14.628903,206.0
14-02-16_12:18:00,-0.12449849,1.9249382,10.352529,4.5859633E-4,0.0016064188,0.009564477,10.777605,-22.17515,14.649637,206.0
14-02-16_12:18:00,-0.12449849,1.9249382,10.352529,4.5859633E-4,0.0016064188,0.009564477,10.777605,-22.17515,14.649637,210.0
14-02-16_12:18:00,-0.12449849,1.9249382,10.352529,0.0057849186,-0.009046226,0.052175052,10.777605,-22.17515,14.649637,210.0
14-02-16_12:18:00,-0.05267244,1.7705121,10.206482,0.0057849186,-0.009046226,0.052175052,10.777605,-22.17515,14.649637,210.0
14-02-16_12:18:01,-0.05267244,1.7705121,10.206482,0.0057849186,-0.009046226,0.052175052,10.777605,-22.17515,14.649637,208.0
14-02-16_12:18:01,-0.05267244,1.7705121,10.206482,0.0057849186,-0.009046226,0.052175052,10.91636,-22.275131,14.63799,208.0
14-02-16_12:18:01,-0.05267244,1.7705121,10.206482,0.0057849186,-0.009046226,0.052175052,10.91636,-22.275131,14.63799,204.0
14-02-16_12:18:01,-0.05267244,1.7705121,10.206482,0.008980712,0.0410212,0.08306772,10.91636,-22.275131,14.63799,204.0
14-02-16_12:18:01,-0.06584055,1.9045875,10.518925,0.008980712,0.0410212,0.08306772,10.91636,-22.275131,14.63799,204.0
14-02-16_12:18:01,-0.06584055,1.9045875,10.518925,0.008980712,0.0410212,0.08306772,10.91636,-22.275131,14.63799,194.0
14-02-16_12:18:01,-0.06584055,1.9045875,10.518925,0.008980712,0.0410212,0.08306772,11.023794,-22.284647,14.604937,194.0
14-02-16_12:18:01,-0.06584055,1.9045875,10.518925,0.008980712,0.0410212,0.08306772,11.023794,-22.284647,14.604937,196.0
14-02-16_12:18:01,-0.06584055,1.9045875,10.518925,-0.05067889,0.08897062,0.07987939,11.023794,-22.284647,14.604937,196.0
14-02-16_12:18:01,-0.32680854,1.8255788,10.560823,-0.05067889,0.08897062,0.07987939,11.023794,-22.284647,14.604937,196.0
14-02-16_12:18:01,-0.32680854,1.8255788,10.560823,-0.05067889,0.08897062,0.07987939,11.023794,-22.284647,14.604937,214.0
14-02-16_12:18:01,-0.32680854,1.8255788,10.560823,-0.05067889,0.08897062,0.07987939,11.070262,-22.224329,14.543459,214.0
14-02-16_12:18:01,-0.32680854,1.8255788,10.560823,-0.05067889,0.08897062,0.07987939,11.070262,-22.224329,14.543459,230.0
14-02-16_12:18:01,-0.32680854,1.8255788,10.560823,-0.012329371,0.019728431,0.104380466,11.070262,-22.224329,14.543459,230.0
14-02-16_12:18:01,-0.21906945,1.8016368,10.259154,-0.012329371,0.019728431,0.104380466,11.070262,-22.224329,14.543459,230.0
14-02-16_12:18:01,-0.21906945,1.8016368,10.259154,-0.012329371,0.019728431,0.104380466,11.070262,-22.224329,14.543459,262.0
14-02-16_12:18:01,-0.21906945,1.8016368,10.259154,-0.012329371,0.019728431,0.104380466,11.103157,-22.060122,14.414593,262.0
14-02-16_12:18:01,-0.21906945,1.8016368,10.259154,-0.012329371,0.019728431,0.104380466,11.103157,-22.060122,14.414593,252.0
14-02-16_12:18:01,-0.21906945,1.8016368,10.259154,0.027085414,-0.021816881,0.047921453,11.103157,-22.060122,14.414593,252.0
14-02-16_12:18:01,-0.22266077,1.804031,10.382456,0.027085414,-0.021816881,0.047921453,11.103157,-22.060122,14.414593,252.0
14-02-16_12:18:01,-0.22266077,1.804031,10.382456,0.027085414,-0.021816881,0.047921453,11.103157,-22.060122,14.414593,224.0
14-02-16_12:18:01,-0.22266077,1.804031,10.382456,0.027085414,-0.021816881,0.047921453,11.114809,-21.771582,14.237816,224.0
14-02-16_12:18:01,-0.22266077,1.804031,10.382456,0.027085414,-0.021816881,0.047921453,11.114809,-21.771582,14.237816,222.0
14-02-16_12:18:01,-0.22266077,1.804031,10.382456,-0.011273693,0.0069702915,-0.0010663297,11.114809,-21.771582,14.237816,222.0
14-02-16_12:18:02,-0.22625206,1.8207904,10.477027,-0.011273693,0.0069702915,-0.0010663297,11.114809,-21.771582,14.237816,222.0
14-02-16_12:18:02,-0.22625206,1.8207904,10.477027,-0.011273693,0.0069702915,-0.0010663297,11.114809,-21.771582,14.237816,226.0
14-02-16_12:18:02,-0.22625206,1.8207904,10.477027,-0.011273693,0.0069702915,-0.0010663297,11.056273,-21.423046,14.089644,226.0
14-02-16_12:18:02,-0.22625206,1.8207904,10.477027,-0.011273693,0.0069702915,-0.0010663297,11.056273,-21.423046,14.089644,230.0
14-02-16_12:18:02,-0.22625206,1.8207904,10.477027,0.04412006,0.015492407,-0.026632676,11.056273,-21.423046,14.089644,230.0
14-02-16_12:18:02,-0.35075054,1.8303672,10.352529,0.04412006,0.015492407,-0.026632676,11.056273,-21.423046,14.089644,230.0
14-02-16_12:18:02,-0.35075054,1.8303672,10.352529,0.04412006,0.015492407,-0.026632676,11.056273,-21.423046,14.089644,224.0
14-02-16_12:18:02,-0.35075054,1.8303672,10.352529,0.04412006,0.015492407,-0.026632676,10.942816,-21.09011,14.0092125,224.0
14-02-16_12:18:02,-0.35075054,1.8303672,10.352529,0.04412006,0.015492407,-0.026632676,10.942816,-21.09011,14.0092125,220.0
14-02-16_12:18:02,-0.35075054,1.8303672,10.352529,0.006835802,-0.0058128815,-0.008523181,10.942816,-21.09011,14.0092125,220.0
14-02-16_12:18:02,-0.39504328,1.8890251,10.277111,0.006835802,-0.0058128815,-0.008523181,10.942816,-21.09011,14.0092125,220.0
14-02-16_12:18:02,-0.39504328,1.8890251,10.277111,0.006835802,-0.0058128815,-0.008523181,10.942816,-21.09011,14.0092125,222.0
14-02-16_12:18:02,-0.39504328,1.8890251,10.277111,0.006835802,-0.0058128815,-0.008523181,10.817337,-20.871773,13.9853,222.0
14-02-16_12:18:02,-0.39504328,1.8890251,10.277111,0.005768141,0.0016503609,-0.024498418,10.817337,-20.871773,13.9853,222.0
14-02-16_12:18:02,-0.2801216,1.7848774,10.344149,0.005768141,0.0016503609,-0.024498418,10.817337,-20.871773,13.9853,222.0
14-02-16_12:18:02,-0.2801216,1.7848774,10.344149,0.005768141,0.0016503609,-0.024498418,10.817337,-20.871773,13.9853,216.0
14-02-16_12:18:02,-0.2801216,1.7848774,10.344149,0.005768141,0.0016503609,-0.024498418,10.727452,-20.809124,13.984868,216.0
14-02-16_12:18:02,-0.2801216,1.7848774,10.344149,0.005768141,0.0016503609,-0.024498418,10.727452,-20.809124,13.984868,212.0
14-02-16_12:18:02,-0.2801216,1.7848774,10.344149,-0.0070150327,0.019759856,-0.0042583947,10.727452,-20.809124,13.984868,212.0
14-02-16_12:18:02,-0.34476504,1.9428947,10.503363,-0.0070150327,0.019759856,-0.0042583947,10.727452,-20.809124,13.984868,212.0
14-02-16_12:18:02,-0.34476504,1.9428947,10.503363,-0.0070150327,0.019759856,-0.0042583947,10.727452,-20.809124,13.984868,220.0
14-02-16_12:18:02,-0.34476504,1.9428947,10.503363,-0.0070150327,0.019759856,-0.0042583947,10.713603,-20.857975,13.987489,220.0
14-02-16_12:18:02,-0.34476504,1.9428947,10.503363,-0.0070150327,0.019759856,-0.0042583947,10.713603,-20.857975,13.987489,224.0
14-02-16_12:18:03,-0.34476504,1.9428947,10.503363,0.008963934,-0.01539387,-0.050064765,10.713603,-20.857975,13.987489,224.0
14-02-16_12:18:03,-0.31244332,1.8662802,10.481815,0.008963934,-0.01539387,-0.050064765,10.713603,-20.857975,13.987489,224.0
14-02-16_12:18:03,-0.31244332,1.8662802,10.481815,0.008963934,-0.01539387,-0.050064765,10.780045,-20.950405,13.999294,224.0
14-02-16_12:18:03,-0.31244332,1.8662802,10.481815,0.008963934,-0.01539387,-0.050064765,10.780045,-20.950405,13.999294,222.0
14-02-16_12:18:03,-0.31244332,1.8662802,10.481815,-0.03578676,-0.16663638,-0.039397474,10.780045,-20.950405,13.999294,222.0
14-02-16_12:18:03,-0.1448492,1.7202339,10.433931,-0.03578676,-0.16663638,-0.039397474,10.780045,-20.950405,13.999294,222.0
14-02-16_12:18:03,-0.1448492,1.7202339,10.433931,-0.03578676,-0.16663638,-0.039397474,10.780045,-20.950405,13.999294,218.0
14-02-16_12:18:03,-0.1448492,1.7202339,10.433931,-0.03578676,-0.16663638,-0.039397474,10.830443,-21.037107,14.021399,218.0
14-02-16_12:18:03,-0.1448492,1.7202339,10.433931,-0.03578676,-0.16663638,-0.039397474,10.830443,-21.037107,14.021399,212.0
14-02-16_12:18:03,-0.1448492,1.7202339,10.433931,0.0941755,0.070917584,-0.05537644,10.830443,-21.037107,14.021399,212.0
14-02-16_12:18:03,-0.24301147,1.8842367,10.31901,0.0941755,0.070917584,-0.05537644,10.830443,-21.037107,14.021399,212.0
14-02-16_12:18:03,-0.24301147,1.8842367,10.31901,0.0941755,0.070917584,-0.05537644,10.830443,-21.037107,14.021399,196.0
14-02-16_12:18:03,-0.24301147,1.8842367,10.31901,0.0941755,0.070917584,-0.05537644,10.76423,-21.120401,14.060542,196.0
14-02-16_12:18:03,-0.24301147,1.8842367,10.31901,0.0941755,0.070917584,-0.05537644,10.76423,-21.120401,14.060542,188.0
14-02-16_12:18:03,-0.24301147,1.8842367,10.31901,0.1090892,0.049612295,-0.07242067,10.76423,-21.120401,14.060542,188.0
14-02-16_12:18:03,-0.31244332,2.280477,10.09156,0.1090892,0.049612295,-0.07242067,10.76423,-21.120401,14.060542,188.0
14-02-16_12:18:03,-0.31244332,2.280477,10.09156,0.1090892,0.049612295,-0.07242067,10.76423,-21.120401,14.060542,166.0
